date,DSE,Bank,Cement,Ceramics,Engineering,NBFI,Food,Fuel,Insurance,IT,Jute,Miscellaneous,Mutual_Fund,Paper,Pharmaceuticals,Service_Real_Estate,Tannery,Textile,Travel_Leisure,Telecommunication,Total Volume,DSEX
12/4/2016,2578.16,1747.7,3086.07,773.407,2635.63,1674.05,16003.4,2155.65,1658.23,1330.64,2502.04,989.515,394.854,313.026,3036.37,2248.31,2960.48,1704.05,546.547,2609.76,227590520,4822.29072
12/1/2016,2578.13,1752.05,3107.97,784.143,2630.84,1676.49,16057,2152.68,1668.25,1318.38,2506.49,984.105,392.31,323.156,3043.31,2233.58,2983.54,1675.5,536.722,2601.67,248718507,4823.02378
11/30/2016,2567.06,1757.77,3028.63,779.983,2592.88,1679.36,16088.6,2140.42,1677.51,1284.36,2491.79,980.61,391.767,313.455,3025.42,2212.51,2954.15,1670.29,518.198,2591.59,201460711,4801.2437
11/29/2016,2563.99,1769.16,2992.2,755.339,2584.14,1686.54,15894.1,2131.89,1647.58,1228.49,2532.15,991.294,392.705,306.307,3020.83,2247.1,2906.72,1673.14,512.997,2603.99,296466055,4793.30879
11/28/2016,2563.83,1769.16,2992.2,755.339,2581.81,1686.54,15894.1,2131.89,1647.58,1228.49,2532.15,991.294,392.705,306.307,3020.83,2247.1,2906.72,1673.14,512.997,2603.99,272521920,4797.64973
11/27/2016,2557.31,1775.02,2986.09,754.813,2556.58,1659.7,15757.1,2134.92,1634.28,1225.98,2509.15,972.987,394.858,296.31,3017.59,2180.7,2920.57,1648.1,523.408,2626.47,238883589,4786.5775
11/24/2016,2558.99,1785.51,2950.48,747.332,2543.98,1658.77,15787.7,2138.79,1636.98,1218,2538.05,975.231,393.956,294.036,3018.15,2164.13,2855.42,1660.84,504.717,2626.97,295440865,4791.33324
11/23/2016,2545.05,1765.35,2955.49,749.753,2545.65,1647.89,15936.1,2118.39,1619.53,1218.57,2557.16,963.324,376.401,284.471,3005.02,2161.43,2864.08,1650.26,493.348,2645.24,379747149,4765.3554
11/22/2016,2538.37,1750.76,2968.5,739.769,2549.2,1651.85,15959.3,2117.37,1594.44,1231.08,2600.08,949.13,374.434,284.796,3010.61,2156.56,2881.52,1628.23,496.6,2645.43,232216163,4750.20981
11/21/2016,2522.94,1720.7,2967.3,737.416,2550.66,1632.65,15923.3,2107.75,1574.73,1230.53,2608.48,962.027,374.336,288.762,3015.71,2172.99,2860.4,1604.69,489.712,2621.49,177706691,4721.40098
11/20/2016,2520.78,1733.05,2960.67,743.304,2557.68,1634.75,15772,2098.15,1571.28,1194.58,2687.29,940.882,374.053,285.513,3018.14,2167.22,2874.77,1589.23,485.428,2633.43,175569392,4721.98998
11/17/2016,2507.18,1714.14,2947.37,745.948,2522.9,1625.11,15650.5,2103.52,1574.31,1161.07,2528.14,909.199,372.966,267.797,3021.42,2339.57,2821.87,1581.81,471.68,2596.52,207695022,4698.54129
11/16/2016,2492.45,1693.11,2942.32,714.568,2519.15,1623.76,15680.6,2089.34,1580.05,1163.32,2405.63,904.951,372.745,268.054,3021.72,2125.09,2829.22,1567.4,472.55,2572.79,184693701,4676.75674
11/15/2016,2487.31,1681.2,2952.53,706.372,2506.41,1618.43,15704.6,2097.38,1548.73,1168.61,2410.35,910.633,374.126,268.576,3024.19,2105.9,2839.23,1564.82,477.76,2562.58,192063545,4664.80769
11/14/2016,2476.15,1671.6,2982.18,712.772,2483.82,1586.06,15514.6,2112.19,1541.73,1192.3,2527.92,893.777,371.842,269.945,3001.5,2093.24,2847.38,1556.24,493.704,2571.73,152492835,4644.98842
11/13/2016,2484,1671.57,2982.27,724.293,2475.87,1589.25,15714.8,2147.22,1540.68,1221.7,2599.78,905.439,372.627,276.326,2983.48,2130.93,2874.76,1570.11,492.184,2576.01,141417096,4667.19787
11/10/2016,2493.14,1671.47,3025.01,723.301,2490.38,1592.26,15822,2158.2,1529.31,1182.69,2672.48,905.827,375.203,276.808,2994.92,2111.52,2906.87,1581.14,502.567,2574.51,138593291,4677.13603
11/9/2016,2489.92,1674.34,3003.7,722.761,2484.08,1601.77,15829.5,2154.54,1524.74,1176.52,2722.45,901.64,375.148,275.839,2990.57,2070.89,2899.86,1578.04,485.346,2588.56,134162968,4671.25801
11/8/2016,2497.95,1684.23,3036.11,729.359,2479.63,1606.63,15845,2158.11,1524.59,1139.64,2716.49,907.806,377.392,275.604,2997.22,2080.55,2854.11,1586.06,478.551,2606.26,156931129,4691.06473
11/7/2016,2496.8,1692.97,3041.01,743.413,2483.32,1598.66,15942.7,2120.07,1529.68,1145.16,2669.13,918.496,379.321,279.383,2987.82,2049.72,2844.15,1576.72,484.357,2578.36,163277222,4689.18328
11/6/2016,2488.36,1695.79,3049.06,717.924,2473.82,1591.89,15811.2,2123.69,1530.59,1142.53,2657.63,904.915,378.927,276.881,2962.29,1995.39,2852.37,1565.57,489.903,2563.19,134387299,4672.39329
11/3/2016,2488.01,1697.9,3035.95,715.244,2460.83,1607.95,15831.3,2125.72,1544.06,1155.05,2632.74,909.275,380.172,275.912,2949.88,1989.22,2809.64,1570.07,488.654,2568.24,156106145,4672.87501
11/2/2016,2466.46,1684.65,2972.33,707.421,2447.34,1582.11,15646.2,2113.7,1532.64,1125.73,2648.9,881.325,377.266,275.912,2942.05,2001.92,2795.15,1558.94,472.91,2552.3,136446227,4633.18545
11/1/2016,2447.62,1664.99,2945.37,697.646,2421.05,1557.37,15599.4,2099.37,1513.01,1131.62,2688.81,872.515,374.909,273.261,2934.44,1987.39,2772.72,1554.31,464.612,2541.51,116745469,4596.86451
10/31/2016,2445.69,1664.95,2908.56,696.865,2417.43,1553.09,15599.6,2113.59,1520.37,1150.97,2632.14,874.177,375.866,277.533,2928.47,1991.79,2835.11,1548.64,461.074,2509.87,132605346,4592.17713
10/30/2016,2449.76,1676.81,2914.19,694.615,2404.76,1570.38,15589,2129.83,1521.51,1172.8,2604.71,873.116,375.9,290.845,2917.32,1964.99,2947,1547.47,459.688,2542.97,128735530,4605.08828
10/27/2016,2464.97,1685.25,2972.67,707.065,2440.67,1565.14,15578.5,2123.19,1531.9,1189.12,2816.59,897.529,378.088,307.964,2932.97,2008.97,2860.25,1563.93,460.044,2552.18,176839819,4636.23015
10/26/2016,2479,1688.99,2960.98,714.311,2465.06,1589.04,15844.2,2126.08,1548.24,1242.07,2975.09,915.05,379.122,327.335,2945.89,1972.75,2861.05,1579.37,460.974,2555.17,169424392,4658.2082
10/25/2016,2493.81,1689.12,2971.57,720.149,2501.51,1631.42,15822.8,2132.25,1547.22,1254.61,3041.96,926.87,381.766,353.055,2956.43,2004.69,2849.03,1610.22,467.332,2583.34,172344207,4681.86728
10/24/2016,2499.25,1711.31,2969.32,728.409,2502.25,1640.05,15946.6,2122.96,1553.34,1199.35,2901.29,918.557,383.057,355.559,2929.79,1973.52,2836.77,1623.66,466.587,2607.4,161640584,4693.70095
10/23/2016,2498.87,1719.76,2962.39,731.697,2488.17,1649.04,15906,2101.6,1558.2,1206.44,2913.42,917.911,385.162,349.677,2926.48,1989.34,2847.68,1622.85,464.785,2580.82,193089592,4693.00043
10/20/2016,2496.27,1738.74,2906.87,732.56,2462.47,1674.28,15785,2096.72,1571.24,1166.95,2928.12,913.236,386.874,338.649,2926.84,1906.36,2841.2,1601.33,473.656,2537.51,176420665,4692.43603
10/19/2016,2500.59,1739.45,2926.6,729.774,2469.3,1679.85,15722.2,2105.47,1580.58,1152.27,2865.52,922.044,386.564,344.271,2936.16,1925.1,2875.55,1589.42,478.897,2518.86,226538094,4702.51316
10/18/2016,2506.84,1732.03,2937.79,732.29,2519.83,1690.8,15785.9,2120.94,1581.97,1180.65,2747.99,922.511,385.518,352.347,2938.69,1944.43,2860.83,1605.65,481.962,2508.98,207069515,4711.85824
10/17/2016,2497.07,1717.15,2931.43,731.411,2493.36,1664.53,15839.7,2112.58,1557.09,1149.3,2779.34,923.63,383.464,341.687,2951.87,1939.33,2838.27,1595.58,484.517,2483.83,161997449,4692.94775
10/16/2016,2507.78,1716.42,2957.83,734.597,2533.34,1654.72,15848.3,2125.74,1557.75,1126.8,2807.12,932.403,384.999,341.386,2983.2,1956.86,2826.67,1598.51,482.913,2486.89,178904614,4709.62676
10/13/2016,2504.94,1699.16,2978.15,732.604,2558.76,1644.52,15940,2148.62,1551.69,1105.01,2784.27,925.01,385.407,329.31,2975.65,1946.33,2804.85,1607.7,488.903,2489.62,120465437,4701.31402
10/10/2016,2501.48,1698.61,2950.67,730.475,2587.63,1639.76,15779.2,2128.76,1545.13,1097.39,2753.51,921.678,387.021,324.139,2982.06,1961.44,2798.16,1610.56,483.396,2461.36,155813525,4689.31905
10/9/2016,2506.7,1706.09,2963.3,739.503,2609.28,1634.44,15711.9,2103.45,1550.14,1105.27,2751.96,927.754,387.302,327.589,2989.69,1976.74,2798.64,1622.95,486.876,2472.25,182160236,4698.63232
10/6/2016,2522.41,1690.45,2995,745.954,2704.46,1645.95,15827.8,2129.58,1557.67,1122.72,2828,941.474,388.157,330.498,3013.23,1997.2,2808.59,1631.86,488.29,2509.17,165907810,4723.72831
10/5/2016,2516.85,1679.12,3009.07,738.438,2677.77,1654.54,15801.8,2142.48,1542.43,1107.66,2876.54,942.822,389.214,331.791,3008.89,2011.03,2806.57,1622.73,485.972,2508.22,173549542,4714.05284
10/4/2016,2513.3,1673.84,3010.33,728.193,2679.96,1647.2,15790.7,2140.38,1547.48,1077.26,2792.15,943.939,387.412,328.443,3005.35,1977.92,2795.74,1629.29,480.101,2524.61,185319875,4708.78936
10/3/2016,2505.12,1664.35,3007.59,733.183,2690.69,1655.74,15591,2121.95,1558.46,1081.41,2770.38,949.59,389.3,326.378,2997.32,1968.94,2808.56,1615.99,485.334,2497.05,182216859,4691.13925
10/2/2016,2504.24,1669.38,3017.9,729.155,2696.32,1660.97,15560.4,2098.7,1539.15,1092.97,2820.3,951.752,391.471,331.776,2994.64,1981.82,2817.85,1613.77,485.863,2497.24,188370680,4690.93079
9/29/2016,2505.34,1672.09,3030.48,735.575,2688.19,1670.92,15656.5,2103.78,1519.32,1086.1,2812.15,954.919,393.08,333.069,3000.8,1963.94,2818.47,1593.29,484.701,2497.98,195341635,4695.18902
9/28/2016,2502.02,1671.38,3039.73,732.468,2685.54,1638.74,15694.6,2106.19,1503.48,1080.33,2851.49,961.207,393.708,331.197,3001.8,1961.22,2828.53,1571.69,485.272,2491.03,143109214,4690.63115
9/27/2016,2496.41,1666.48,3015.82,736.32,2687.37,1607.8,15605.3,2107.6,1503.27,1087.39,2752.7,964.096,395.428,334.54,2995.09,1951.58,2819.29,1576.77,485.139,2488.05,171586912,4677.68512
9/26/2016,2499.48,1675.82,3014.55,737.948,2694.99,1627.58,15406.1,2104.57,1510.28,1058.23,2790.37,946.176,397.731,337.771,2996.27,1956.34,2862.04,1590.58,478.525,2502.21,199376264,4683.99216
9/25/2016,2492.26,1676.11,3012.99,731.999,2687.43,1613.82,15385.3,2106.8,1499.82,1049.77,2838.64,930.469,390.369,329.23,2988.62,1967.54,2861.87,1583.81,476.892,2479.62,217059723,4673.43742
9/24/2016,2495.28,1672.78,3035.12,743.503,2700.43,1629.22,15268.9,2111.44,1510.21,1058.04,2875.99,932.868,387.593,329.877,3005.44,1988.47,2877.21,1556.31,484.048,2478.33,177603609,4680.3107
9/22/2016,2486.38,1665.3,3031.33,742.149,2708.94,1611.66,15277.7,2106.68,1490.1,1051.37,2925.64,934.956,373.309,330.62,3005.12,1990.38,2877.21,1550.57,477.533,2460.32,158099692,4665.35142
9/21/2016,2483.09,1662.46,3053.49,720.046,2730.7,1588.9,15269.5,2103.41,1498.86,1062.94,2957.38,943.422,364.395,332.236,3008.09,1992.68,2874.36,1540.63,472.324,2429.66,150442105,4660.14994
9/20/2016,2472.31,1642.11,3066.6,720.985,2720.46,1574.43,15359.4,2098.47,1489.67,1067.49,2721.88,946.245,360.958,328.749,3007.89,1955.76,2824.46,1539.27,468.045,2435.42,132460445,4639.13292
9/19/2016,2466.41,1652.03,3064.64,712.22,2690.97,1569.7,15470.2,2085.12,1497.42,1055.33,2709.84,921.806,359.174,328.659,2985.75,1907.37,2830.93,1534.9,460.917,2425.67,146909149,4626.17798
9/18/2016,2463.41,1651.27,3110.7,711.344,2693.31,1535.49,15433.8,2089.72,1481.96,1061.62,2749.88,922.197,358.692,332.431,2958.15,1914.89,2841.99,1533.38,472.194,2443.86,86109789,4623.98019
9/8/2016,2453.92,1629.73,3078.82,717.654,2684.47,1525.37,15444.4,2094.39,1475.48,1065.46,2732.38,921.73,356.618,331.867,2964.39,1921.98,2825.31,1530.45,474.413,2434.21,129590433,4601.08694
9/7/2016,2450.38,1623.01,3049.87,713.068,2695.08,1520.07,15368.3,2089.34,1476.92,1080.91,2781.06,925.658,353.84,334.365,2972.38,1946.33,2816.12,1526.73,481.431,2438.16,130782601,4594.6754
9/6/2016,2437.74,1606.07,3026.44,710.925,2663.59,1512.42,15385.6,2082.51,1476.48,1068.39,2837.64,917.326,352.407,334.042,2964.22,1909.74,2827.78,1523.2,490.522,2434.77,105862074,4568.35837
9/5/2016,2436.34,1607.71,3001.4,701.327,2640.36,1511.14,15381,2075.99,1479.35,1055.4,2713.36,912.58,351.425,333.073,2966.82,1896.23,2824.87,1530.94,495.816,2437.78,113224460,4563.69193
9/4/2016,2433.39,1604.4,2970.75,701.159,2634.93,1533.51,15401.6,2076.61,1485.08,1047.11,2707.37,909.359,351.84,332.104,2956.06,1901.58,2834.29,1524.34,490.994,2432.72,118887838,4557.43596
9/1/2016,2428.93,1589.71,2974.64,707.702,2628.74,1506.97,15447,2078.07,1491.71,1025.09,2868.08,919.808,355.888,333.162,2961.05,1923.95,2863.88,1524.24,490.33,2414.06,115050980,4549.04373
8/31/2016,2417.15,1580.1,2951.41,705.649,2616.8,1489.43,15356.4,2063.56,1483.8,1021.67,2846.69,920.256,357.135,336.978,2952.08,1920.24,2837.21,1511.72,484.149,2412.35,101893338,4526.57886
8/30/2016,2414.52,1569.14,2975.07,706.17,2621.78,1485.69,15314.4,2058.6,1457,1006.08,2884.29,923.863,350.466,339.285,2968.6,1909.92,2852.31,1513.41,485.755,2418.77,127011463,4523.65966
8/29/2016,2419.37,1566.75,2980.46,710.123,2636.55,1480.84,15382.9,2062.82,1484.76,993.719,3004.12,934.358,350.247,341.509,2975.62,1928.32,2855.67,1520.01,486.24,2418.8,108010574,4534.04374
8/28/2016,2418.41,1567.41,2959.26,710.726,2629.9,1471.01,15720.2,2057.79,1458.07,994.961,3074.84,927.212,348.218,344.189,2974.61,1938.89,2869.37,1511.49,486.24,2428.31,108846329,4534.55723
8/24/2016,2427.88,1572.89,2983.74,715.119,2647.25,1474.35,15553,2069.89,1457.33,1000.73,3176.78,937.723,348.725,340.593,2989.21,1980.26,2880.67,1519.66,499.238,2441.48,106373142,4554.27379
8/23/2016,2419.53,1572.69,2988.87,711.342,2651.74,1468.4,15585.9,2010.01,1452.5,998.364,3226.04,936.603,347.569,335.988,3005.63,1932.23,2837.62,1523.74,493.274,2445.56,129287867,4563.68405
8/22/2016,2428.01,1573.58,3012.34,715.189,2667.06,1468.78,15747.9,2009.44,1453.64,1006.85,3008.68,939.3,349.208,334.696,3023.06,1948.11,2883.36,1514.15,497.532,2461.32,117184454,4577.84881
8/21/2016,2427.87,1575.1,3007.06,716.824,2651.44,1470.28,15988.8,2005.36,1419.31,1016.17,2998.14,937.637,345.726,336.311,3026.05,1977.14,2891.83,1516.51,501.707,2458.83,109585217,4579.03292
8/18/2016,2431.14,1580.18,2969.05,710.487,2642.92,1472.5,16228.7,1999.07,1415.28,1030.82,3119.08,940.065,344.544,343.042,3034.53,1948.8,2915.95,1521.8,493.16,2467.77,128468928,4585.08307
8/17/2016,2435.26,1597.99,2954.61,711.968,2613.13,1477.1,16379,1997.35,1409.46,1003.97,3203.22,942.394,346.87,340.718,3039.41,1863.56,2924.82,1515.33,493.074,2472.02,135950329,4595.23921
8/16/2016,2431.45,1586.54,2949.53,720.718,2613.74,1466.32,16483.6,1993.29,1410.69,998.384,3238.07,944.109,347.716,343.104,3034.77,1866.95,2936.84,1519.17,495.34,2489.73,119852599,4586.25511
8/14/2016,2428.06,1570.85,2985.45,715.415,2623.08,1462.66,16511.7,1998,1400.44,999.719,3108.14,944.248,354.412,341.554,3033.25,1851.31,2923.03,1525.21,497.997,2458.32,86253471,4577.085
8/11/2016,2427.16,1567.45,3001.69,712.618,2633.46,1462.42,16472.4,1990.53,1400.98,999.199,3170.82,940.136,357.29,351.257,3036.41,1836.11,2903.79,1519.78,502.467,2468.51,117755060,4574.36013
8/10/2016,2422.13,1569.76,3018.43,708.423,2604.85,1460.39,16530.3,1984.03,1396.83,991.345,3297.47,942.573,359.631,342.736,3038.94,1828.94,2877.65,1496.34,492.927,2450.83,124731092,4569.28607
8/9/2016,2421.12,1572.01,2977.29,707.993,2595.46,1466.07,16647.3,1987.69,1393.41,1001.55,3271.31,938.712,359.063,331.376,3036.9,1829.49,2861.76,1496.23,491.701,2440.7,102152166,4567.68747
8/8/2016,2421.91,1567.94,2971.06,710.107,2576.36,1457.99,16628.5,1995.45,1396.15,1001.33,3168.01,940.852,359.733,327.637,3039.04,1840.99,2857.36,1494.38,493.988,2504,107667796,4569.12631
8/7/2016,2418.49,1567.82,3009.38,708.734,2540.43,1456.55,16602.3,1998.35,1407.23,997.448,3241.22,941.586,359.963,328.7,3033.8,1813.02,2860.78,1481.74,487.596,2447.37,92985571,4568.42618
8/4/2016,2422.48,1575.64,2988.4,712.886,2532.72,1472.56,16554.7,1999.52,1414.19,1012.77,2979.33,936.405,363.723,321.599,3042.65,1799.79,2849.8,1486.39,493.723,2443.36,107536234,4577.57235
8/3/2016,2422.78,1572.9,2963.23,711.861,2538.35,1491.97,16553,1996.87,1410.23,1010.78,3093.11,935.445,359.904,329.546,3047.81,1806.39,2853.26,1496.19,496.895,2451.72,109527079,4575.9734
8/2/2016,2411.81,1563.09,2900.03,709.276,2531.87,1487.34,16611.3,1992.94,1408.17,1022.13,2997.91,928.67,359.702,331.874,3033.54,1806.54,2849.33,1486.07,496.746,2446.16,104899979,4552.36514
8/1/2016,2400.97,1563.99,2868.5,713.844,2527.38,1484.39,16546,1972.71,1398.96,1019.15,2748.18,930.288,360.072,332.068,3018.39,1816.34,2857.2,1462.39,500.289,2433.83,96866301,4533.71246
7/31/2016,2396.1,1568.93,2807.62,708.945,2498.09,1477.46,16685.1,1968.81,1401.81,990.902,2708.18,923.381,359.49,339.49,3011.24,1782.77,2859.6,1462.75,486.363,2442.13,129271277,4525.34975
7/28/2016,2405.18,1563.61,2821.88,720.742,2519.88,1487.39,16590.2,1979.52,1423.55,1012.26,2581.87,933.128,357.293,337.499,3023.02,1800.27,2853.19,1472.15,494.799,2479.5,90006723,4538.26282
7/27/2016,2405.57,1551.62,2881.35,731.644,2522.27,1486.92,16497.6,1980.68,1435.62,1020.53,2493.8,937.772,357.636,330.266,3014.58,1819.24,2837.78,1471.13,498.561,2512.96,87756165,4538.2058
7/26/2016,2411.41,1555.67,2888.42,736.016,2510.52,1494.94,16704.6,1993.27,1443.61,1025.41,2415.37,939.137,357.86,334.441,3021.19,1835.58,2865.72,1465.98,503.323,2474.76,101804255,4550.16089
7/25/2016,2411.81,1564.45,2906.36,724.941,2521.82,1498.31,16814.2,1993.37,1442.68,1032.4,2355.67,931.951,358.815,323.073,3012.97,1821.24,2876.98,1470.93,502.942,2398.4,87195813,4549.18332
7/24/2016,2411.45,1569.32,2933.52,724.874,2520.42,1502.82,16733.7,1990.28,1451.27,1020.08,2337.55,938.076,355.767,317.5,3010.24,1826.09,2873.11,1473.96,506.512,2357.89,77621232,4551.07422
7/21/2016,2411.84,1578.53,2873.53,722.011,2488.75,1497.61,16791.5,1993.51,1439.82,1027.04,2419.04,933.807,360.081,323.804,3020.74,1820.53,2899.49,1472.53,511.104,2371.09,101076887,4552.9278
7/20/2016,2411.65,1580.79,2865.8,722.436,2459.75,1498.04,17025.3,1980.03,1438.71,1041.99,2358.56,933.99,359.977,332.062,3022.74,1823.75,2896.76,1478.02,515.662,2370.34,90851927,4554.54963
7/19/2016,2411.57,1584.07,2868.98,725.336,2447.65,1508.1,17104.8,1978.01,1446.76,1045.48,2285.31,940.71,361.633,324.635,3023.05,1837.85,2885.41,1475.49,512.345,2328.32,109911268,4556.92789
7/18/2016,2420.88,1596.1,2885.71,732.51,2461.68,1530.92,17225.2,1976.21,1451.08,1038.67,2276.51,936.245,365.556,321.928,3026.86,1851.82,2864,1478.52,521.09,2295.56,151340950,4571.81397
7/17/2016,2415.3,1564.29,2894.92,739.581,2474.51,1514.62,17214.5,1980.28,1454.27,1047.4,2214.04,937.616,369.217,331.698,3038.85,1871.6,2878.09,1485.37,523.358,2301.14,114342083,4558.94472
7/16/2016,2414.36,1554.6,2895.66,745.32,2478.8,1500.05,17272.2,1984.11,1454.5,1057.71,2209.9,942.533,374.678,326.853,3040.81,1873.03,2870.47,1493.03,526.639,2290.78,95940986,4554.74198
7/14/2016,2404.43,1540.72,2894.79,747.056,2450.44,1477.2,17297.8,1974.51,1450.64,1046.35,2147.17,942.462,374.868,318.052,3038.05,1869.17,2865.37,1502.72,531.485,2287.18,120599699,4537.91919
7/13/2016,2403.12,1540.03,2901.82,753.191,2446.12,1475.23,17238.9,1970.08,1449.58,1048.75,2137.72,943.85,366.133,315.646,3041.54,1878.41,2856.3,1500.74,534.042,2286.05,109274924,4538.0826
7/12/2016,2406.42,1550.52,2920.23,754.151,2441.59,1477.18,17033.2,1967.17,1440.67,1051.29,2158.21,943.985,375.671,312.485,3054.88,1874.46,2830.57,1492.28,530.423,2284.37,128045384,4544.70755
7/11/2016,2387.74,1535.88,2904.43,735.975,2439.57,1456.64,16843.4,1953.84,1434.02,1045.65,2098.33,939.688,370.974,312.703,3027.44,1877.16,2793.39,1488.49,528.206,2269.62,103593207,4505.1724
7/10/2016,2379.49,1526.44,2924.52,733.342,2435.66,1455.73,16810.3,1941.97,1435.48,1036.4,2084.06,938.419,352.968,308.698,3026.71,1865.07,2772.36,1482.6,530.179,2256.87,75900007,4495.18935
6/30/2016,2387.84,1506.96,2966.74,745.273,2459.06,1458.45,16966.3,1963.68,1455.34,1052.9,2094.61,941.425,349.617,310.314,3034.17,1896.67,2792.93,1510.49,538.052,2275.95,106797272,4507.58048
6/29/2016,2367.73,1492.15,2902.36,738.136,2453.14,1443.98,16878.9,1954.92,1433.48,1053.06,2099.51,937.375,340.495,308.133,3009.1,1885.62,2780.81,1507.67,533.054,2254.03,141071515,4470.26394
6/28/2016,2356.36,1490.95,2826.43,729.761,2431.96,1432.51,16865,1942.05,1424.93,1061.09,2099.23,942.774,337.598,310.295,2999.18,1884.62,2777.64,1507.45,530.158,2252.88,116244928,4451.36438
6/27/2016,2336.42,1465.47,2798.23,722.938,2411.23,1425.6,16851.9,1928.35,1418.13,1069.44,2100.9,936.146,335.328,308.762,2980.55,1879.57,2773.4,1506.66,525.537,2229.67,93661119,4412.82689
6/26/2016,2318.81,1448.46,2793.1,722.477,2383.12,1418.81,16757.5,1905.44,1407.86,1057.13,2085.83,932.363,334.34,304.319,2971.38,1848.49,2755.43,1497.06,520.804,2229.81,86301909,4380.22445
6/23/2016,2318.79,1445.46,2808.6,723.424,2391.69,1426.76,16803.3,1906.3,1398.15,1049.75,2115.44,932.736,335.198,309.981,2954.1,1849.44,2761.31,1516.1,523.909,2231.66,106684667,4381.46119
6/22/2016,2311.72,1430.72,2813.09,723.658,2399.69,1405.5,16840.5,1906.07,1398.62,1030.19,2123.79,928.861,328.134,311.462,2942.93,1844.76,2751.07,1526.22,527.133,2231.12,114146872,4366.2485
6/21/2016,2309.2,1430.38,2804.89,719.12,2406.29,1395.78,16844.9,1906.87,1400.98,1020.03,2117.73,931.857,327.016,305.353,2944.44,1846.93,2745.42,1506.82,523.021,2235.15,110047989,4363.11257
6/20/2016,2311.91,1431.79,2792.47,723.808,2424.32,1394.13,16916.2,1913.33,1409.16,1021.29,2094.65,932.441,322.913,308.801,2953.8,1856.19,2739.84,1486.04,523.399,2236.43,80966255,4369.0052
6/19/2016,2320.42,1438.43,2832.31,726.843,2428.29,1399.74,16864.8,1919.09,1415.01,1029.72,2089.33,933.885,326.401,311.708,2966.96,1882.23,2734.8,1488.98,528.258,2241.08,91854378,4387.78183
6/16/2016,2326.72,1439.73,2863.6,731.685,2437.15,1407.22,16948.8,1924.51,1424.01,1037.26,2088.71,929.808,327.263,312.084,2958.28,1885.25,2703.28,1491.9,534.209,2248.11,95134623,4395.27734
6/15/2016,2334.62,1440.44,2899.79,736.401,2454.32,1414.1,17017.7,1929.95,1426.2,1049.81,2088.51,937.172,327.553,313.21,2961.95,1891.89,2691.99,1497.96,542.639,2268.21,98351046,4411.99731
6/14/2016,2333.32,1443.59,2921.62,734.581,2447.23,1414.73,16973.8,1925.84,1430.08,1042.81,2089,927.663,327.109,308.759,2956.52,1901.25,2688.34,1491.97,541.027,2269.53,106768113,4409.08936
6/13/2016,2333.76,1438.66,2912.53,730.474,2436.93,1414.81,17007.3,1942.3,1435.81,1039.67,2082.2,922.317,325.221,305.852,2963.24,1907.89,2689.69,1485.42,530.762,2268.96,87521739,4405.40397
6/12/2016,2334.29,1442.55,2876.63,725.826,2426.68,1421.36,16993.8,1946.34,1439.49,1037.83,2079.37,926.27,320.652,304.883,2965.76,1913.52,2697.52,1497.78,523.644,2266.74,80672282,4409.40154
6/9/2016,2335.5,1440.92,2872.73,723.718,2401.61,1431.85,16930.3,1949.91,1433.23,1040.68,2095.95,925.227,318.432,310.306,2974.34,1903.81,2685.76,1513.1,528.769,2271.16,86236296,4418.98593
6/8/2016,2333.56,1440.49,2896.92,731.579,2380.36,1430.62,16819.8,1955.37,1442.06,1044.26,2093.18,925.787,317.301,307.076,2969.27,1922.7,2685.46,1510.12,532.083,2274.49,84067626,4420.42668
6/7/2016,2330.53,1438.41,2889.75,733.023,2372.35,1426.8,16839.8,1946.49,1438.75,1030.99,2087.78,919.32,316.568,306.107,2973.58,1948.47,2679.99,1496.75,525.802,2270.79,98209014,4412.51204
6/6/2016,2331.21,1418.93,2904.57,743.374,2386.22,1442.43,16702.1,1956.88,1452.56,1055.11,2117.61,930.215,318.529,311.525,2974.62,1967.79,2701.78,1500.82,534.331,2284.69,82112042,4410.93262
6/5/2016,2337.9,1417.23,2977.57,749.639,2412.12,1453.55,16584.6,1958.12,1460.02,1067.79,2133.34,944.622,317.716,315.848,2974.55,1979.27,2715.24,1512.21,539.537,2286.75,93293368,4425.89495
6/2/2016,2345.46,1417.35,3042.87,758.022,2386.24,1452.93,16640,1958.91,1452.12,1090.05,2147.33,956.781,318.853,321.241,2983.08,1986.68,2730.04,1541.36,549.243,2290.57,151898338,4446.08907
6/1/2016,2331.97,1415.62,3013.54,754.373,2364.53,1438.64,16526,1950.67,1449.75,1097,2162.32,925.468,314.614,322.856,2965.06,1984.27,2722.27,1544.84,538.54,2277.16,124159873,4421.79486
5/31/2016,2329.72,1415.57,3037.55,757.412,2384.08,1443.74,16378.9,1964.01,1448.73,1072.01,2209.46,925.846,313.994,323.256,2960.39,1995.37,2712.1,1513.67,528.539,2265.95,114935939,4419.3923
5/30/2016,2331.03,1424.15,2944.45,763.112,2404.2,1451.03,16225.8,1962.3,1448.83,1078.81,2202.08,919.832,315.307,315.499,2968.81,2016.57,2752.78,1528.21,538.217,2280.84,148782502,4423.00325
5/29/2016,2332.55,1419.95,3005.07,768.788,2398.61,1460.57,16240.8,1930.49,1450.29,1095.13,2145.25,930.999,314.811,317.345,2969.38,2082.15,2745.26,1553.4,540.426,2278.8,149353410,4426.78054
