date,DSE,Bank,Cement,Ceramics,Engineering,NBFI,Food,Fuel,Insurance,IT,Jute,Miscellaneous,Mutual_Fund,Paper,Pharmaceuticals,Service_Real_Estate,Tannery,Textile,Travel_Leisure,Telecommunication,Total Volume,DSEX
12/21/2022,4157.01,2899.3,2667.07,1255.69,2727.12,2318.42,22317.2,2775.75,3979.7,2294.86,7543.51,3804.05,724.548,375.346,5531.7,3638.88,4497.35,2404.22,1033.91,4394.41,44747186,6198.82098
12/20/2022,4176.5,2901.38,2667.07,1276.46,2736.33,2318.42,22523.5,2789.93,3993.16,2374.12,8228.59,3819.42,724.548,387.767,5577.32,3727.83,4520.94,2406.08,1012.02,4394.41,40651519,6226.50214
12/19/2022,4183.63,2903.05,2667.07,1273.54,2744.3,2318.42,22595.2,2785.76,3991.94,2400.61,8716.75,3823.44,724.548,392.025,5596.52,3754.31,4572.25,2406.92,1007.13,4394.41,60910848,6238.99084
12/18/2022,4188.04,2902.89,2667.07,1251.54,2740.72,2318.42,22649,2783.49,3993.61,2440.81,8409.14,3826.63,724.548,395.968,5611.46,3775.63,4567.41,2407.86,1018.93,4394.41,40924029,6245.61103
12/15/2022,4195.47,2904.05,2667.07,1262.43,2738.54,2318.7,22665.1,2783.88,3994.44,2490.85,8610.84,3825.48,724.548,393.832,5645.8,3792.84,4516.11,2408.86,1012.12,4394.41,54475467,6256.82544
12/14/2022,4198.2,2903.37,2667.35,1248.88,2733.74,2319.4,22610.8,2787.89,4000.23,2495.05,8536.29,3832.03,724.773,390.213,5661.69,3787.02,4523.92,2409.16,1022.9,4394.41,67534714,6260.76542
12/13/2022,4205.91,2905.67,2672.16,1246.76,2738.91,2320.08,22637.4,2785.2,4008.28,2541.59,8013.81,3843.09,724.548,394.119,5681.77,3819.52,4519.71,2412.19,1020.98,4394.41,96558533,6271.40998
12/12/2022,4203.68,2903.88,2667.07,1230.52,2735.77,2318.81,22684.7,2785.37,4019.9,2545.96,8038.9,3842.46,724.548,396.442,5670.73,3830.23,4495.29,2406.9,1030.63,4394.41,85710496,6266.95676
12/11/2022,4185.49,2902.03,2667.07,1233.91,2725.45,2318.41,22634.4,2784.92,4013.55,2500.82,7525.32,3822.11,724.548,382.811,5610.54,3763.72,4493.42,2406.85,1017.99,4394.41,63895016,6239.55412
12/8/2022,4175.56,2901.08,2667.07,1231.79,2722.1,2318.41,22588.2,2762.07,3997.54,2453.73,7076.3,3820.08,724.548,382.265,5593.88,3725.39,4500.04,2406.48,1011.23,4394.41,46325669,6227.82385
12/7/2022,4180.06,2904.64,2674.71,1223.31,2720.46,2318.81,22646.3,2763.35,4004.46,2488.07,6692.84,3822.25,724.548,386.953,5593.91,3749.26,4500.04,2406.72,1027.15,4394.41,44687418,6233.68348
12/6/2022,4177.36,2904.04,2710.35,1225.85,2717.87,2318.81,22683.3,2762.08,4001.66,2494.57,6660.59,3816.15,724.773,387.05,5571.06,3720.59,4500.04,2406.66,1038.35,4394.41,38671412,6229.00771
12/5/2022,4163.83,2901.36,2665.46,1215.85,2715.95,2318.41,22522,2762.96,3992.46,2469.88,6530.5,3813.41,724.548,381.218,5542.02,3671.76,4500.35,2402.67,1025.94,4394.41,53223505,6212.5547
12/4/2022,4168.68,2901.88,2663.52,1213.17,2718.68,2318.41,22588.2,2751.81,4011.17,2450.52,6512.6,3814.5,720.702,394.188,5562.65,3693.51,4498.11,2401.86,1028.84,4394.41,48402539,6224.56258
12/1/2022,4181.66,2902.2,2663.27,1215.71,2717.08,2318.83,22436.4,2750.88,4044.65,2480.46,6643.33,3825.88,719.681,411.08,5610.24,3761.05,4496.18,2403.13,1056.53,4394.41,70501977,6245.37721
11/30/2022,4175.68,2896.76,2650.33,1219.94,2715.06,2318.31,22340,2745.85,4011.89,2497.74,6699.98,3820.61,719.681,396.803,5612.71,3740.86,4480.59,2401.95,1070.57,4394.41,68333776,6235.94586
11/29/2022,4159.1,2896.29,2635.33,1208.53,2712.98,2318.31,22309,2739.51,4016.51,2430.12,6345.19,3812.26,719.681,398.485,5554.64,3732.74,4480.59,2400.62,1039.25,4394.41,47987841,6212.45595
11/28/2022,4149.74,2897.25,2620.33,1207.12,2711.63,2317.91,22239.2,2739.48,3991.27,2399.95,6215.77,3804.67,719.681,406.468,5536.77,3667.99,4480.49,2396.41,1006.22,4394.41,62139983,6197.93988
11/27/2022,4156.39,2898.67,2633.18,1209.94,2713.37,2318.19,22297.6,2742.68,4030.97,2538.58,6126.04,3826.49,719.681,415.913,5510.15,3823.6,4484.77,2391.41,1017.61,4394.41,51664894,6232.29001
11/24/2022,4143.99,2897.8,2630.33,1210.08,2711.11,2318.45,22304.4,2740.92,4055.74,2468.4,6122.95,3822.29,719.681,427.423,5450.55,3788.49,4385.16,2394.25,1015.62,4394.41,54416516,6215.11635
11/23/2022,4135.45,2899.83,2625.33,1210.93,2706.8,2318.45,22162.5,2737.77,4049.95,2444.79,6186.5,3819.47,719.681,428.389,5427.48,3721.39,4338.91,2388.88,1022.24,4394.41,76446457,6207.72954
11/22/2022,4149.15,2899.37,2635.33,1215.02,2691.15,2320.14,22280.9,2736.79,4079.67,2548.39,5972.94,3835.41,719.681,427.945,5463.53,3816.02,4336.89,2387.44,1045.35,4394.41,64992004,6230.50587
11/21/2022,4118.03,2897.2,2627.83,1214.6,2681.01,2319.06,22107,2700.86,4023.37,2426.12,5958.29,3806.22,719.681,409.318,5401.91,3682.85,4348.63,2387.02,1016.11,4394.41,56445273,6190.98574
11/20/2022,4125.21,2898.17,2637.34,1211.13,2681.19,2320.42,22093.9,2712.44,4061.35,2601.49,6232.7,3738.5,719.681,438.071,5403.81,3797.98,4339.32,2383.08,1014.15,4394.41,68506933,6215.24384
11/17/2022,4155.75,2901.23,2692.29,1217.59,2687.91,2320.37,22150.1,2719.42,4045.02,2662.39,6537.61,3779.74,719.681,475.592,5491.43,3940.22,4374.04,2379.79,1052.58,4394.41,95445140,6265.9918
11/16/2022,4142.05,2898.23,2634.84,1211.41,2682.81,2319.64,22066,2713.41,3985.49,2606.53,6187.03,3792.48,719.681,479.91,5467.23,3976.95,4374.04,2372.54,1058.68,4394.41,89134331,6253.34698
11/15/2022,4117.18,2899.9,2617.36,1205.37,2677.94,2318.7,22038,2701.32,3938.25,2492.69,6453.53,3748.69,719.681,456.659,5414.81,3871.51,4343.77,2365.72,1034.4,4394.41,77126883,6218.32389
11/14/2022,4137.05,2898.79,2619.86,1207.62,2682.82,2318.84,22036,2702.54,3941.86,2506.05,6811.54,3786.54,719.681,459.844,5500.71,3981.59,4334.25,2367.97,1026.57,4394.41,90569008,6253.48945
11/13/2022,4171.42,2899.63,2629.85,1209.59,2705.17,2318.98,22096,2708.57,3953.66,2677.77,6720.72,3840.25,719.681,493.659,5594.38,4145.69,4334.25,2368.49,1044.04,4394.41,105048506,6304.83403
11/10/2022,4204.59,2910.94,2675.16,1208.89,2708.9,2322.82,22099.3,2714.73,4010.34,2717.44,6829.75,3891.84,719.681,524.962,5683.42,4267,4334.25,2364.26,1055.21,4394.41,113922414,6353.76634
11/9/2022,4200.36,2912.7,2658.4,1208.19,2714.7,2324.04,22070.9,2721.42,4047.4,2775.83,6996.1,3885.57,719.681,529.597,5647.81,4138.84,4364.72,2368.61,1021.46,4394.41,147412297,6350.13663
11/8/2022,4225.33,2925.15,2683.36,1214.51,2738.9,2326.95,22103.8,2730.24,4043.91,2754.2,6692.46,3896.45,719.904,526.848,5710.89,4335.34,4367.76,2376.14,1070.4,4394.41,238299278,6384.09839
11/7/2022,4231.86,2910.39,2713.11,1216.34,2740.31,2323.78,22106,2739.33,4068.16,2833.54,6864.04,3929.36,719.681,538.682,5724.59,4325.41,4363.1,2372.63,1081.17,4394.41,184273477,6393.02914
11/6/2022,4241.8,2907.88,2751.52,1222.94,2738.47,2324.65,22156.2,2733.19,4150.44,2691.51,7047.9,3946.3,719.681,534.619,5762.6,4406.11,4359.66,2371.83,1097.21,4380.8,181857759,6415.77078
11/3/2022,4237.8,2904.13,2649.46,1225.19,2748.48,2327.21,22204.8,2732.61,4127.86,2622.82,7002.78,3949.54,719.904,519.734,5768.5,4331.18,4376.06,2373.91,1145.69,4380.8,236729333,6410.66573
11/2/2022,4221.74,2909.6,2621.87,1226.06,2736.06,2330.42,22060,2721.77,4105.89,2658.64,6659.95,3925.67,719.681,529.157,5727.27,4313.4,4358.14,2359.32,1106.63,4380.8,216445549,6388.56035
11/1/2022,4194.58,2908.66,2621.08,1219.57,2732.79,2332.08,22028,2709.24,3974.83,2492.42,6491.97,3879.32,719.681,513.091,5678.27,4164.48,4361.99,2356.11,1125.75,4380.8,137581966,6352.89697
10/31/2022,4162.4,2911.33,2617.71,1212.4,2706.4,2321.25,21893.6,2699.08,3919.58,2340.98,6190.93,3846.92,719.904,474.428,5618.47,3999.86,4334.76,2351.66,1089.85,4380.8,111478200,6307.33999
10/30/2022,4179.75,2908,2622.36,1214.65,2719.55,2321.93,22045.6,2701.98,3970.36,2282.53,6343.7,3834.1,719.681,476.793,5710.6,3993.81,4337.9,2359.88,1025.03,4380.8,107516043,6334.02555
10/27/2022,4199.69,2908.51,2633.23,1206.19,2739.21,2326.24,22063.5,2711.79,3935.69,2281.45,6461.71,3955.9,719.904,487.632,5747.68,4102.47,4338.1,2369.55,1040.9,4380.8,135952013,6377.99807
10/26/2022,4178.92,2910.41,2622.8,1206.78,2736.81,2324.68,22109.6,2694.92,3895.6,2274.57,6684.36,3947.61,719.904,456.72,5676.62,4101.48,4369.25,2368.53,1004.5,4380.8,101593193,6344.35204
10/25/2022,4167.98,2908.43,2617.8,1205.3,2741.72,2320.94,22052.9,2694.06,3891.32,2222.04,6566.53,3893.12,719.904,468.492,5666.28,4016.79,4377.09,2362.94,962.032,4380.8,91184828,6328.19702
10/24/2022,4153.88,2906.14,2617.62,1201.83,2715.15,2319.75,21996,2690.82,3878.85,2138.08,6204.47,3915.06,719.904,450.595,5650.46,3910.26,4358.26,2355.62,928.205,4380.8,45353126,6307.9537
10/23/2022,4177.99,2913.66,2619.64,1202.8,2725.96,2320.28,22079.1,2696.08,3887.3,2137.26,6500.88,3945.94,719.904,462,5730.78,3932.13,4358.14,2367.15,925.015,4380.8,114753353,6344.31112
10/20/2022,4208.86,2918.93,2644.31,1220.31,2753.78,2327.77,22393.9,2697.75,3899.73,2175.51,6904.41,4104.04,719.904,461.942,5762.62,4096.5,4403.61,2384.31,913.407,4380.8,132053060,6392.29823
10/19/2022,4208.15,2914.3,2668.64,1230.01,2779.05,2335.27,22628.4,2694.43,3900.91,2184.85,7238.38,4073.85,719.904,451.233,5735.32,4169.22,4431.55,2387.29,907.704,4380.8,156810329,6390.18425
10/18/2022,4213.65,2917.81,2685.2,1239.58,2772.84,2328.99,22526.4,2694.15,3899.95,2158.39,6866.05,4131.66,720.127,450.522,5735.96,4381.27,4426.78,2389.5,927.103,4380.8,132416232,6400.70571
10/17/2022,4217.83,2913.88,2680.94,1250.03,2785.37,2333.24,22288.1,2697,3903.1,2213.58,6704.89,4151.08,720.127,460.488,5748.11,4378.64,4434.81,2390.94,941.14,4380.8,182955966,6413.01875
10/16/2022,4259.22,2923.31,2731.26,1268.91,2811.48,2340.34,22310.1,2707.14,3939.84,2287.78,6844.47,4291.49,719.904,467.489,5805.23,4532.98,4474.83,2423.39,997.877,4384.65,214078193,6478.46843
10/13/2022,4267.96,2923.46,2807.25,1291.79,2812.89,2347.69,22299.5,2720.33,3968.92,2251.94,6582.2,4321.84,720.127,444.388,5816.35,4444.73,4437.05,2422.6,1035.57,4380.8,217411205,6494.24973
10/12/2022,4270.62,2920.36,2808.09,1282.16,2829.58,2347.64,22336.4,2733.33,3912.4,2291.48,6587.56,4245.44,720.127,458.941,5860.5,4306.26,4465.5,2417.34,1024.93,4380.8,169791945,6500.85132
10/11/2022,4238.84,2923.89,2748.76,1270.21,2781.45,2347.6,22262,2710.19,3892.31,2231.93,6209.91,4229.86,720.127,435.598,5812.35,4202.34,4419.94,2403.78,929.55,4380.8,155683414,6449.92186
10/10/2022,4237.96,2924.68,2759.89,1268.89,2784.54,2346.02,22204.4,2715.01,3894.21,2238.88,6119.95,4268.24,720.127,423.563,5811.65,4123.83,4401.03,2398.39,898.788,4381.1,203888791,6449.63453
10/6/2022,4314,2937.03,2874.21,1305.03,2865.07,2388.27,22454.8,2765.3,3941.49,2327.01,6144.16,4401.03,720.127,423.347,5947.11,4346.96,4455.57,2424.12,992.469,4387.02,186260414,6569.50957
10/4/2022,4298.33,2936.49,2893.77,1312.01,2865.47,2390.68,22474.1,2752.93,3950.87,2281.03,5852.59,4428.67,720.127,417.355,5848.57,4419.94,4463.75,2420.45,1018.33,4388.2,203742147,6544.8303
10/3/2022,4282.12,2941.93,2929.52,1322.81,2885.13,2398.74,22471.3,2752.28,3961.28,2265.77,5691.65,4370.4,720.127,414.98,5743.47,4510.05,4458.71,2430.3,988.77,4397.67,265282018,6518.34884
10/2/2022,4291.5,2939.16,2921.58,1315.58,2879.97,2415.18,22512.8,2741.47,3973.89,2322.31,5761.42,4436.14,720.127,423.54,5760.29,4436.5,4475.95,2444.87,983.329,4407.43,282724539,6531.58805
9/29/2022,4281.62,2937.73,2901.55,1321.23,2814.07,2418.87,22503.3,2741.93,3990.76,2314.14,5850.15,4480.36,720.127,418.703,5744.02,4392.04,4465.02,2404.81,1027.71,4402.4,202937615,6512.89201
9/28/2022,4272.45,2933.78,2897.48,1342.27,2803.72,2404.83,22438.3,2749.28,3969.52,2331.07,5830.82,4506.13,720.127,403.987,5711.47,4347.29,4412.52,2406.79,1032.36,4400.03,223982159,6496.38846
9/27/2022,4268.33,2935.58,2882.77,1287.23,2799.7,2380,22518.8,2744.99,3977.96,2342.36,5796.18,4394.28,719.904,408.725,5724.24,4369.71,4422.67,2405.92,1065.5,4407.72,278667226,6489.0474
9/26/2022,4279.94,2939.23,2916.26,1291.44,2813.14,2380.48,22501.9,2753.41,3991.34,2309.89,5905.19,4463.62,720.127,405.289,5752.48,4171.44,4445.33,2415.08,1035.5,4414.52,217533570,6510.97687
9/25/2022,4283.21,2937.4,2948.61,1291.46,2849.4,2393.71,22484.2,2767.64,3997.88,2282.85,6241.2,4390.06,720.767,407.486,5744.05,4094.32,4454.7,2422.83,1089.43,4408.01,314057326,6515.16311
9/22/2022,4315.16,2938.96,2964.68,1274.72,2820.47,2408.29,22585.7,2789.65,4018.37,2306.5,5845.67,4515.74,720.127,406.689,5893.05,4055.81,4434.08,2404.03,1012.1,4420.14,271768287,6564.00096
9/21/2022,4304.57,2946.25,2990.28,1270.76,2786.8,2412.56,22536.4,2735.07,3995.17,2173.92,6038.8,4513.74,720.127,397.626,5933.94,3914.93,4419.71,2399.41,939.928,4416.59,269464064,6551.44454
9/20/2022,4330.91,2952.56,3039.56,1308.89,2811.91,2426.92,22664.7,2728.78,4028.64,2167.19,6442.47,4597.03,719.901,389.654,5986.89,4021.44,4437.28,2411.75,910.934,4431.76,430016279,6596.65767
9/19/2022,4333.61,2958.4,2970.82,1334.72,2825.39,2409.41,22713,2734.39,4047.67,2202.39,6435.05,4572.29,720.127,378.557,5988.09,4075.16,4471.68,2418.11,910.895,4435.76,302662835,6600.87914
9/18/2022,4295.78,2959.75,3001.71,1290.56,2811.47,2416.04,22753.5,2717.98,4108.55,2160.53,6712.23,4385.03,720.347,378.995,5851.87,3955.55,4485.35,2428.2,882.123,4405.47,266092797,6535.13576
9/15/2022,4281.9,2964.26,2991.69,1285.07,2816.99,2444.59,22721.7,2734.72,4045.07,2095.42,6726.51,4422.17,720.417,381.848,5766.83,3921.55,4485.58,2443.24,836.9,4412.45,204088481,6515.01107
9/14/2022,4263.32,2971.37,2987.43,1275.76,2820.01,2476.07,22714.8,2736.71,4006.22,2027.41,6269.01,4360.48,720.126,380.038,5698.6,3856.47,4443.67,2453.02,783.321,4421.03,216794819,6487.17974
9/13/2022,4295.06,2988.17,3062.98,1312.32,2850.5,2483.42,22803.5,2756.4,4028.9,2046.41,5894.21,4474.46,720.126,385.276,5727.86,3959.45,4406.84,2472.64,778.583,4405.05,259143752,6537.59612
9/12/2022,4288.82,2979.2,3079.06,1287.82,2838.02,2469.84,22760,2749.7,4035.97,2004.92,5495.23,4425.25,720.332,385.476,5763,4035.75,4377.37,2444.45,780.011,4405.8,236489909,6528.30626
9/11/2022,4294.54,2978.24,3086.09,1305.68,2827.31,2448.88,22651.2,2748.67,4031.29,1987.29,5477.44,4430.91,720.753,381.045,5818.04,4105.69,4381.63,2449.89,756.834,4400.14,279760052,6538.2997
9/8/2022,4307.15,2981.23,3133.05,1294.48,2851.77,2463.87,22760.6,2771.75,4066.4,2028.01,5520.64,4262.44,719.218,387.822,5854.36,3974.62,4412.63,2492.06,748.148,4406.98,317836365,6560.01589
9/7/2022,4302.21,2990.53,3091.82,1297.74,2888.58,2476.62,22914,2792.66,4044.45,2066.43,5288.46,4108.88,721.355,400.575,5804.45,4113.58,4441.49,2482.38,783.879,4411.93,402999380,6547.46193
9/6/2022,4255.09,2971.61,3015.41,1303.92,2872.67,2481.49,22904.7,2768.4,4060.76,2068.01,5143.46,4026.78,746.393,400.536,5615.65,4230.05,4435.77,2483,770.487,4431.71,256568977,6470.99704
9/5/2022,4225.73,2979.07,2973.32,1282.21,2859.83,2513.24,22920.5,2771.43,4076.28,2055.46,5008.07,3969.39,705.587,384.111,5503.88,4153.31,4435.3,2488.65,736.997,4426.34,310570738,6431.347
9/4/2022,4262.15,2986.37,3011.54,1311.5,2912.54,2558.09,23088.6,2808.96,4082.53,2073.22,5206.31,4072.42,699.402,403.951,5527.13,4367.43,4475.3,2512.38,753.025,4420.95,477030993,6489.93656
9/1/2022,4271.99,2997.29,3063.88,1300.08,2909.09,2598.6,22975.8,2783.82,4188.54,2044.55,5066.65,4054.02,694.07,399.528,5525.66,4389.07,4432.48,2567.29,730.566,4423.23,424449712,6508.60736
8/31/2022,4238.26,2987.37,3044.37,1262.51,2892.11,2595.76,22825.3,2759.18,4187.38,2033.71,4747.11,3909.77,691.917,392.2,5470.96,4162.41,4422.19,2566.97,735.669,4406.4,526242644,6457.21576
8/30/2022,4225.03,2975.42,2897.06,1253.33,2872.36,2625.62,22923.7,2743.03,4110.25,2038.16,4729.76,3923.24,690.848,389.276,5474.99,4086.33,4432.33,2582.33,710.123,4408.29,472587240,6432.83243
8/29/2022,4210.69,2983.15,2848.54,1264.79,2844.57,2559.28,22937.6,2740.71,4104.87,2051.09,4730.71,3955.94,691.059,391.668,5439.6,3962.7,4411.99,2542.38,704.329,4457.9,426943351,6407.98473
8/28/2022,4205.63,2974.1,2875.81,1275.03,2844.72,2620.26,22694.1,2725.36,4159.85,2037.37,4742.31,3915.36,691.339,387.014,5447.37,4004.58,4477.36,2524.53,688.169,4406.78,525967926,6401.80575
8/25/2022,4175.21,2927.3,2899.93,1249.32,2791.77,2607.41,22713.8,2705.71,4064.06,2035.48,4842.51,3869.41,685.17,379.199,5477.46,3889.21,4458.32,2495.43,676.781,4403.12,414011946,6355.07448
8/24/2022,4128.51,2913.43,2879.76,1233.09,2754.36,2464.39,22570,2681.19,3923.6,1981.07,4714.13,3852.72,686.386,368.232,5426.81,3714.69,4425.65,2477.56,654.767,4402.67,266033402,6280.3506
8/23/2022,4152.53,2921.42,2915.85,1254.2,2784.02,2438.95,22702.8,2695.09,3956.81,2001.02,4822.28,3954.17,687.021,367.904,5466.51,3689.92,4405.7,2471.62,667.303,4397.46,340645299,6315.82903
8/22/2022,4143.03,2924.76,2901.38,1266.26,2787.41,2425.18,22612.1,2710.4,3958.02,2014.31,4885.56,3946.8,689.148,365.255,5389.35,3680.14,4415.73,2499.12,680.07,4390.28,346560158,6300.13514
8/21/2022,4118.71,2922.77,2929.34,1240.75,2742.36,2413.05,22571,2688.37,3935.55,2029.02,4924.87,3886.37,687.619,357.819,5335.06,3642.93,4408.22,2496.98,671.653,4386.25,244900106,6259.46373
8/17/2022,4107.68,2924.65,2878.42,1245.28,2728.92,2415.94,22314.2,2683.56,3966.47,1998.2,4795.87,3889.98,687.073,361.961,5316.05,3581.91,4358.96,2484.17,669.372,4387.36,268292524,6241.43943
8/16/2022,4098.49,2924.93,2768.95,1222.65,2723.63,2426.16,22317.2,2684.19,3899.65,1967.54,4752.64,3846.78,693.002,368.201,5310.5,3576.1,4347.04,2507.84,665.417,4388.62,267387325,6225.9103
8/14/2022,4066.12,2931.01,2696.9,1207.42,2698.24,2380.64,22340.8,2665.41,3884.07,1925.86,4710.6,3776.72,688.998,361.833,5263.05,3386.05,4329.98,2451.36,658.823,4389.29,167125561,6175.23526
8/11/2022,4047.75,2923.76,2749.88,1204.66,2689.83,2376.71,22086.8,2668.29,3879.93,1927,4651.47,3766.33,688.1,351.839,5229.19,3368,4307.83,2404.08,640.641,4387.55,160274857,6148.76948
8/10/2022,4066.14,2928.57,2714.34,1212.58,2699.12,2371,22263.8,2672.55,3897.87,1935.5,4697.09,3811.38,678.335,346.369,5255.92,3391.57,4308.56,2421.43,649.674,4530.51,231353847,6180.90178
8/8/2022,4112.84,2944.02,2782.67,1233.52,2732.81,2415.77,22527.2,2704.43,3936.6,1945.25,4660.83,3918.06,686.128,346.717,5317.14,3492.82,4326.39,2484.8,672.096,4425.1,299690935,6258.95
8/7/2022,4143.01,2970.49,2811.42,1218.06,2720.79,2447.6,22928,2711.27,3942.09,1958.7,4652.31,3983.93,688.624,344.136,5363.27,3440.32,4335.55,2505.43,671.566,4426.23,345626533,6304.00012
8/4/2022,4146.37,2989.34,2735.9,1236.5,2726.39,2432.41,22541,2688.89,4024.78,1960.72,4617.57,4051.45,686.027,341.195,5385.94,3441.71,4353.12,2498.02,631.19,4394.25,311990342,6312.25085
8/3/2022,4136.48,2991.23,2711,1246.2,2737.86,2421.05,22244,2701.64,4115.59,1975.72,4611.51,4028.25,688.834,340.838,5343.1,3450.86,4376.99,2461.2,623.869,4393.91,336147664,6300.10772
8/2/2022,4104.1,2942.55,2681.82,1269.96,2741.31,2378.57,22229.9,2697.88,4128.76,1978.72,4662.32,3929.04,686.229,339.438,5287.11,3465.54,4350.47,2469.33,632.402,4397.01,297720866,6249.23299
8/1/2022,4051.74,2912.22,2646.36,1244.63,2708.17,2348.26,22187.7,2668.55,4013.2,1945.32,4574.13,3810.48,683.845,331.796,5223.58,3371.66,4332.79,2434.37,617.701,4384.88,256331240,6163.99432
7/31/2022,4031.11,2906.36,2629.93,1213.44,2694.2,2331.23,22152.9,2659.26,4069.22,1933.68,4591.18,3746.59,680.454,330.853,5199.16,3255.64,4342.77,2390.44,607.333,4352.98,144941097,6133.96031
7/28/2022,3930.36,2865.34,2530.65,1173.04,2606.19,2281.17,21370,2592.42,3791.71,1866.22,4436.77,3655.59,668.083,316.033,5118.38,3151.6,4255.9,2309.97,589.577,4230.45,100084806,5980.5109
7/27/2022,3968.23,2887.12,2561.93,1190.76,2645.67,2317.55,21575.5,2629.28,3824.79,1897.23,4513.59,3705.93,672.424,321.476,5147.29,3204.53,4288.72,2338.84,599.098,4250.79,236282055,6038.00311
7/26/2022,4015.1,2917.49,2610.67,1213.01,2685.32,2354.55,21863.3,2660.1,3885.19,1930.05,4596.71,3773.51,673.933,327.5,5197.61,3267.45,4350.85,2355.42,608.915,4272.39,223654172,6112.24666
7/25/2022,3996,2903.3,2605.76,1231.65,2691.85,2312.73,21805,2658.31,3784.92,1916.71,4630.16,3728.02,664.035,325.908,5179.96,3259.16,4213.11,2361.17,610.824,4299.73,190252506,6082.89805
7/24/2022,3975.92,2893.47,2604.24,1199.5,2668.49,2302.44,21845.8,2665.29,3797.55,1925.87,4576.86,3683.6,664.838,329.471,5143.39,3202.69,4248.24,2300.94,596.813,4321.92,144539057,6052.44104
7/21/2022,4022.8,2922.13,2648.49,1221.99,2708.09,2323.85,22048.8,2700.29,3850,1955.85,4656.26,3755.43,667.797,335.796,5204.53,3265.91,4318.71,2318.15,607.223,4348.41,180161950,6126.51637
7/20/2022,4029.69,2915.11,2628.5,1241.57,2710.4,2325.65,22046.3,2716.63,3883.41,1965.97,4688.25,3817.27,666.382,329.576,5218.55,3307.04,4377.44,2307.27,615.044,4328.74,166972439,6138.78734
7/19/2022,4037.54,2907.51,2631.87,1259.15,2718.09,2322.86,22163.2,2742.41,3938.11,1982.76,4701.6,3866.82,664.884,330.628,5211.13,3329.71,4422.53,2294.65,622.755,4328.82,100787330,6153.17741
7/18/2022,4080.99,2919.62,2675.58,1283.26,2761.74,2359.92,22520.7,2780.71,3990.96,2011.8,4792.64,3935.99,673.391,337.085,5241.89,3394.13,4484.72,2328.21,634.645,4385.1,134268226,6216.89059
7/17/2022,4138.24,2948.65,2722.27,1305.19,2809.77,2399.14,22945.9,2826.87,4066.86,2048.92,4888.41,4013,681.931,343.674,5297.22,3458.55,4560.45,2367.47,646.835,4421.53,160947259,6304.28873
7/14/2022,4150.91,2957.96,2735.34,1315.58,2821.92,2419.19,22909.5,2840.09,4080.67,2053.36,4760.78,4063.44,685.141,342.92,5288.52,3496.76,4575.98,2384.13,656.318,4429.44,143813003,6324.50422
7/13/2022,4152.18,2957.06,2721.31,1316.15,2812.43,2434.47,22814.2,2813.5,4102.1,2066.7,4689.42,4078.68,687.421,344.496,5299.96,3476.83,4547.24,2398.65,660.243,4437.43,181955654,6324.80821
7/12/2022,4172.95,2962.42,2751.02,1330.53,2823,2445.8,22897.7,2823,4104.05,2100.69,4665.18,4114.12,690.371,345.649,5325.07,3512.66,4603.94,2429.92,663.272,4473.7,189078515,6355.48607
7/7/2022,4179.76,2962.73,2780.27,1347.73,2831.42,2434.63,23012.3,2829.94,4143.63,2104.41,4688.51,4160.17,691.082,350.827,5333.17,3552.75,4592.72,2381.73,661.313,4499.08,196012698,6366.95744
7/6/2022,4178.32,2959.17,2792.01,1354.56,2830.53,2406.67,22951.9,2823.84,4154.2,2090.41,4677.6,4187.34,688.404,355.133,5334.69,3556.73,4626.11,2355.44,666.123,4563.29,171205272,6366.0509
7/5/2022,4182.75,2972.14,2832.9,1365.91,2838.8,2407.89,23018.3,2823.3,4122.88,2061.35,4669.51,4188.37,690.912,347.352,5328.34,3576.05,4623.94,2354.95,672.133,4569.96,248585045,6372.13365
7/4/2022,4167.3,2979.62,2826.31,1360.72,2831.86,2400.42,23040.6,2798.45,4087.67,2051.38,4650.43,4092.34,690.281,337.349,5327.46,3544.97,4639.99,2349.95,664.479,4467.5,190523236,6346.88173
7/3/2022,4172.48,2997.51,2787.71,1340.3,2823.44,2411.7,23101.6,2800.34,4110.7,2068.17,4625.2,4135.02,688.114,336.502,5335.08,3572.5,4694.54,2321.98,663.287,4412.59,163920558,6359.77777
6/30/2022,4182.21,3020.87,2761.25,1355.53,2838.78,2403.34,23043.4,2814.52,4111.81,2034.53,4609.88,4106.04,690.912,325.181,5366.92,3491.01,4759.26,2337.01,662.095,4343.42,233670165,6376.94392
6/29/2022,4164.2,2982,2728.41,1365.37,2814.49,2391.97,22985.6,2798.71,4090.7,2015.46,4583.43,4142.34,689.224,313.853,5383.59,3494.92,4638.63,2328.11,663.887,4336.69,221318815,6350.46648
6/28/2022,4159.02,2959.8,2733.4,1386.89,2802.53,2400.3,23004.5,2787.22,4115.09,2026.95,4524.48,4172.88,689.932,301.895,5373.2,3541.21,4670.66,2329.25,666.776,4356.75,226815650,6342.59004
6/27/2022,4144.73,2953.98,2720.24,1366.87,2775.83,2392.44,23017.3,2771.19,4100.02,2016.92,4514.73,4169.71,685.034,299.582,5352.84,3516.49,4724.86,2315.8,666.688,4354.73,181973948,6320.33335
6/26/2022,4129.18,2941.64,2719.68,1338.44,2761.86,2392.6,22994.1,2765.3,4054.97,2006.49,4496.27,4162.46,677.928,301.76,5346.72,3453,4775.67,2276.76,657.433,4375.99,159859657,6301.08974
